   0.0000000e+00   0.0000000e+00   1.0000000e+00
   0.0000000e+00   7.6923077e-02   9.2307692e-01
   0.0000000e+00   1.5384615e-01   8.4615385e-01
   0.0000000e+00   2.3076923e-01   7.6923077e-01
   0.0000000e+00   3.0769231e-01   6.9230769e-01
   0.0000000e+00   3.8461538e-01   6.1538462e-01
   0.0000000e+00   4.6153846e-01   5.3846154e-01
   0.0000000e+00   5.3846154e-01   4.6153846e-01
   0.0000000e+00   6.1538462e-01   3.8461538e-01
   0.0000000e+00   6.9230769e-01   3.0769231e-01
   0.0000000e+00   7.6923077e-01   2.3076923e-01
   0.0000000e+00   8.4615385e-01   1.5384615e-01
   0.0000000e+00   9.2307692e-01   7.6923077e-02
   0.0000000e+00   1.0000000e+00   0.0000000e+00
   7.6923077e-02   0.0000000e+00   9.2307692e-01
   7.6923077e-02   7.6923077e-02   8.4615385e-01
   7.6923077e-02   1.5384615e-01   7.6923077e-01
   7.6923077e-02   2.3076923e-01   6.9230769e-01
   7.6923077e-02   3.0769231e-01   6.1538462e-01
   7.6923077e-02   3.8461538e-01   5.3846154e-01
   7.6923077e-02   4.6153846e-01   4.6153846e-01
   7.6923077e-02   5.3846154e-01   3.8461538e-01
   7.6923077e-02   6.1538462e-01   3.0769231e-01
   7.6923077e-02   6.9230769e-01   2.3076923e-01
   7.6923077e-02   7.6923077e-01   1.5384615e-01
   7.6923077e-02   8.4615385e-01   7.6923077e-02
   7.6923077e-02   9.2307692e-01   0.0000000e+00
   1.5384615e-01   0.0000000e+00   8.4615385e-01
   1.5384615e-01   7.6923077e-02   7.6923077e-01
   1.5384615e-01   1.5384615e-01   6.9230769e-01
   1.5384615e-01   2.3076923e-01   6.1538462e-01
   1.5384615e-01   3.0769231e-01   5.3846154e-01
   1.5384615e-01   3.8461538e-01   4.6153846e-01
   1.5384615e-01   4.6153846e-01   3.8461538e-01
   1.5384615e-01   5.3846154e-01   3.0769231e-01
   1.5384615e-01   6.1538462e-01   2.3076923e-01
   1.5384615e-01   6.9230769e-01   1.5384615e-01
   1.5384615e-01   7.6923077e-01   7.6923077e-02
   1.5384615e-01   8.4615385e-01   0.0000000e+00
   2.3076923e-01   0.0000000e+00   7.6923077e-01
   2.3076923e-01   7.6923077e-02   6.9230769e-01
   2.3076923e-01   1.5384615e-01   6.1538462e-01
   2.3076923e-01   2.3076923e-01   5.3846154e-01
   2.3076923e-01   3.0769231e-01   4.6153846e-01
   2.3076923e-01   3.8461538e-01   3.8461538e-01
   2.3076923e-01   4.6153846e-01   3.0769231e-01
   2.3076923e-01   5.3846154e-01   2.3076923e-01
   2.3076923e-01   6.1538462e-01   1.5384615e-01
   2.3076923e-01   6.9230769e-01   7.6923077e-02
   2.3076923e-01   7.6923077e-01   0.0000000e+00
   3.0769231e-01   0.0000000e+00   6.9230769e-01
   3.0769231e-01   7.6923077e-02   6.1538462e-01
   3.0769231e-01   1.5384615e-01   5.3846154e-01
   3.0769231e-01   2.3076923e-01   4.6153846e-01
   3.0769231e-01   3.0769231e-01   3.8461538e-01
   3.0769231e-01   3.8461538e-01   3.0769231e-01
   3.0769231e-01   4.6153846e-01   2.3076923e-01
   3.0769231e-01   5.3846154e-01   1.5384615e-01
   3.0769231e-01   6.1538462e-01   7.6923077e-02
   3.0769231e-01   6.9230769e-01   0.0000000e+00
   3.8461538e-01   0.0000000e+00   6.1538462e-01
   3.8461538e-01   7.6923077e-02   5.3846154e-01
   3.8461538e-01   1.5384615e-01   4.6153846e-01
   3.8461538e-01   2.3076923e-01   3.8461538e-01
   3.8461538e-01   3.0769231e-01   3.0769231e-01
   3.8461538e-01   3.8461538e-01   2.3076923e-01
   3.8461538e-01   4.6153846e-01   1.5384615e-01
   3.8461538e-01   5.3846154e-01   7.6923077e-02
   3.8461538e-01   6.1538462e-01   0.0000000e+00
   4.6153846e-01   0.0000000e+00   5.3846154e-01
   4.6153846e-01   7.6923077e-02   4.6153846e-01
   4.6153846e-01   1.5384615e-01   3.8461538e-01
   4.6153846e-01   2.3076923e-01   3.0769231e-01
   4.6153846e-01   3.0769231e-01   2.3076923e-01
   4.6153846e-01   3.8461538e-01   1.5384615e-01
   4.6153846e-01   4.6153846e-01   7.6923077e-02
   4.6153846e-01   5.3846154e-01   0.0000000e+00
   5.3846154e-01   0.0000000e+00   4.6153846e-01
   5.3846154e-01   7.6923077e-02   3.8461538e-01
   5.3846154e-01   1.5384615e-01   3.0769231e-01
   5.3846154e-01   2.3076923e-01   2.3076923e-01
   5.3846154e-01   3.0769231e-01   1.5384615e-01
   5.3846154e-01   3.8461538e-01   7.6923077e-02
   5.3846154e-01   4.6153846e-01   0.0000000e+00
   6.1538462e-01   0.0000000e+00   3.8461538e-01
   6.1538462e-01   7.6923077e-02   3.0769231e-01
   6.1538462e-01   1.5384615e-01   2.3076923e-01
   6.1538462e-01   2.3076923e-01   1.5384615e-01
   6.1538462e-01   3.0769231e-01   7.6923077e-02
   6.1538462e-01   3.8461538e-01   0.0000000e+00
   6.9230769e-01   0.0000000e+00   3.0769231e-01
   6.9230769e-01   7.6923077e-02   2.3076923e-01
   6.9230769e-01   1.5384615e-01   1.5384615e-01
   6.9230769e-01   2.3076923e-01   7.6923077e-02
   6.9230769e-01   3.0769231e-01   0.0000000e+00
   7.6923077e-01   0.0000000e+00   2.3076923e-01
   7.6923077e-01   7.6923077e-02   1.5384615e-01
   7.6923077e-01   1.5384615e-01   7.6923077e-02
   7.6923077e-01   2.3076923e-01   0.0000000e+00
   8.4615385e-01   0.0000000e+00   1.5384615e-01
   8.4615385e-01   7.6923077e-02   7.6923077e-02
   8.4615385e-01   1.5384615e-01   0.0000000e+00
   9.2307692e-01   0.0000000e+00   7.6923077e-02
   9.2307692e-01   7.6923077e-02   0.0000000e+00
   1.0000000e+00   0.0000000e+00   0.0000000e+00
